CVE_MUNICIPIO,MUNICIPIO,CVE_ESTADO
24058,El Naranjo,24
25001,Ahome,25
25002,Angostura,25
25003,Badiraguato,25
25004,Concordia,25
25005,Cosala,25
25006,Culiacan,25
25007,Choix,25
25008,Elota,25
25009,Escuinapa,25
25010,El Fuerte,25
25011,Guasave,25
25012,Mazatlan,25
25013,Mocorito,25
25014,Rosario (Sinaloa),25
25015,Salvador Alvarado,25
25016,San Ignacio,25
25017,Sinaloa,25
25018,Navolato,25
26001,Aconchi,26
26002,Agua Prieta,26
26003,Alamos,26
26004,Altar,26
26005,Arivechi,26
26006,Arizpe,26
26007,Atil,26
26008,Bacadehuachi,26
26009,Bacanora,26
26010,Bacerac,26
26011,Bacoachi,26
26012,Bacum,26
26013,Banamichi,26
26014,Baviacora,26
26015,Bavispe,26
26016,Benjamin Hill,26
26017,Caborca,26
26018,Cajeme,26
26019,Cananea,26
26020,Carbo,26
26021,La Colorada,26
26022,Cucurpe,26
26023,Cumpas,26
26024,Divisaderos,26
26025,Empalme,26
26026,Etchojoa,26
26027,Fronteras,26
26028,Granados,26
26029,Guaymas,26
26030,Hermosillo,26
26031,Huachinera,26
26032,Huasabas,26
26033,Huatabampo,26
26034,Huepac,26
26035,Imuris,26
26036,Magdalena (Sonora),26
26037,Mazatan (Sonora),26
26038,Moctezuma (Sonora),26
26039,Naco,26
26040,Nacori Chico,26
26041,Nacozari De Garcia,26
26042,Navojoa,26
26043,Nogales (Sonora),26
26044,Onavas,26
26045,Opodepe,26
26046,Oquitoa,26
26047,Pitiquito,26
26048,Puerto Peñasco,26
26049,Quiriego,26
26050,Rayon (Sonora),26
26051,Rosario (Sonora),26
26052,Sahuaripa,26
26053,San Felipe De Jesus,26
26054,San Javier,26
26055,San Luis Rio Colorado,26
26056,San Miguel De Horcasitas,26
26057,San Pedro De La Cueva,26
26058,Santa Ana (Sonora),26
26059,Santa Cruz,26
26060,Saric,26
26061,Soyopa,26
26062,Suaqui Grande,26
26063,Tepache,26
26064,Trincheras,26
26065,Tubutama,26
26066,Ures,26
26067,Villa Hidalgo (Sonora),26
26068,Villa Pesqueira,26
26069,Yecora,26
26070,General Plutarco Elias Calles,26
26071,Benito Juarez (Sonora),26
26072,San Ignacio Rio Muerto,26
27001,Balancan,27
27002,Cardenas (Tabasco),27
27003,Centla,27
27004,Centro,27
27005,Comalcalco,27
27006,Cunduacan,27
27007,Emiliano Zapata (Tabasco),27
27008,Huimanguillo,27
27009,Jalapa,27
27010,Jalpa De Mendez,27
27011,Jonuta,27
27012,Macuspana,27
27013,Nacajuca,27
27014,Paraiso,27
27015,Tacotalpa,27
27016,Teapa,27
27017,Tenosique,27
28001,Abasolo (Tamaulipas),28
28002,Aldama (Tamaulipas),28
28003,Altamira,28
28004,Antiguo Morelos,28
28005,Burgos,28
28006,Bustamante (Tamaulipas),28
28007,Camargo (Tamaulipas),28
28008,Casas,28
28009,Ciudad Madero,28
28010,Cruillas,28
28011,Gomez Farias (Tamaulipas),28
28012,Gonzalez,28
28013,Güemez,28
28014,Guerrero (Tamaulipas),28
28015,Gustavo Diaz Ordaz,28
28016,Hidalgo (Tamaulipas),28
28017,Jaumave,28
28018,Jimenez (Tamaulipas),28
28019,Llera,28
28020,Mainero,28
28021,El Mante,28
28022,Matamoros (Tamaulipas),28
28023,Mendez,28
28024,Mier,28
28025,Miguel Aleman,28
28026,Miquihuana,28
28027,Nuevo Laredo,28
28028,Nuevo Morelos,28
28029,Ocampo (Tamaulipas),28
28030,Padilla,28
28031,Palmillas,28
28032,Reynosa,28
28033,Rio Bravo,28
28034,San Carlos,28
28035,San Fernando (Tamaulipas),28
28036,San Nicolas (Tamaulipas),28
28037,Soto La Marina,28
28038,Tampico,28
28039,Tula,28
28040,Valle Hermoso,28
28041,Victoria (Tamaulipas),28
28042,Villagran (Tamaulipas),28
28043,Xicotencatl,28
29001,Amaxac De Guerrero,29
29002,Apetatitlan De Antonio Carvajal,29
29003,Atlangatepec,29
29004,Altzayanca,29
29005,Apizaco,29
29006,Calpulalpan,29
29007,El Carmen Tequexquitla,29
29008,Cuapiaxtla,29
29009,Cuaxomulco,29
29010,Chiautempan,29
29011,Muñoz De Domingo Arenas,29
29012,Españita,29
29013,Huamantla,29
29014,Hueyotlipan,29
29015,Ixtacuixtla De Mariano Matamoros,29
29016,Ixtenco,29
29017,Mazatecochco De Jose Maria Morelos,29
29018,Contla De Juan Cuamatzi,29
29019,Tepetitla De Lardizabal,29
29020,Sanctorum De Lazaro Cardenas,29
29021,Nanacamilpa De Mariano Arista,29
29022,Acuamanala De Miguel Hidalgo,29
29023,Nativitas,29
29024,Panotla,29
29025,San Pablo Del Monte,29
29026,Santa Cruz Tlaxcala,29
29027,Tenancingo (Tlaxcala),29
29028,Teolocholco,29
29029,Tepeyanco,29
29030,Terrenate,29
29031,Tetla De La Solidaridad,29
29032,Tetlatlahuca,29
29033,Tlaxcala,29
29034,Tlaxco (Tlaxcala),29
29035,Tocatlan,29
29036,Totolac,29
29037,Zitlaltepec De Trinidad Sanchez Santos,29
29038,Tzompantepec,29
29039,Xaloztoc,29
29040,Xaltocan,29
29041,Papalotla De Xicohtencatl,29
29042,Xicohtzinco,29
29043,Yauhquemecan,29
29044,Zacatelco,29
29045,Benito Juarez (Tlaxcala),29
29046,Emiliano Zapata (Tlaxcala),29
29047,Lazaro Cardenas (Tlaxcala),29
29048,La Magdalena Tlaltelulco,29
29049,San Damian Texoloc,29
29050,San Francisco Tetlanohcan,29
29051,San Jeronimo Zacualpan,29
29052,San Jose Teacalco,29
29053,San Juan Huactzinco,29
29054,San Lorenzo Axocomanitla,29
29055,San Lucas Tecopilco,29
29056,Santa Ana Nopalucan,29
29057,Santa Apolonia Teacalco,29
29058,Santa Catarina Ayometla,29
29059,Santa Cruz Quilehtla,29
29060,Santa Isabel Xiloxoxtla,29
30001,Acajete (Veracruz),30
30002,Acatlan (Veracruz),30
30003,Acayucan,30
30004,Actopan (Veracruz),30
30005,Acula,30
30006,Acultzingo,30
30007,Camaron De Tejeda,30
30008,Alpatlahuac,30
30009,Alto Lucero De Gutierrez Barrios,30
30010,Altotonga,30
30011,Alvarado,30
30012,Amatitlan,30
30013,Naranjos Amatlan,30
30014,Amatlan De Los Reyes,30
30015,Angel R. Cabada,30
30016,La Antigua,30
30017,Apazapan,30
30018,Aquila,30
30019,Astacinga,30
30020,Atlahuilco,30
30021,Atoyac (Veracruz),30
30022,Atzacan,30
30023,Atzalan,30
30024,Tlaltetela,30
30025,Ayahualulco,30
30026,Banderilla,30
30027,Benito Juarez (Veracruz),30
30028,Boca Del Rio,30
30029,Calcahualco,30
30030,Camerino Z. Mendoza,30
30031,Carrillo Puerto,30
30032,Catemaco,30
30033,Cazones De Herrera,30
30034,Cerro Azul,30
30035,Citlaltepetl,30
30036,Coacoatzintla,30
30037,Coahuitlan,30
30038,Coatepec (Veracruz),30
30039,Coatzacoalcos,30
30040,Coatzintla,30
30041,Coetzala,30
30042,Colipa,30
30043,Comapa,30
30044,Cordoba,30
30045,Cosamaloapan De Carpio,30
30046,Cosautlan De Carvajal,30
30047,Coscomatepec,30
30048,Cosoleacaque,30
30049,Cotaxtla,30
30050,Coxquihui,30
30051,Coyutla,30
30052,Cuichapa,30
30053,Cuitlahuac,30
30054,Chacaltianguis,30
30055,Chalma,30
30056,Chiconamel,30
30057,Chiconquiaco,30
30058,Chicontepec,30
30059,Chinameca,30
30060,Chinampa De Gorostiza,30
30061,Las Choapas,30
30062,Chocaman,30
30063,Chontla,30
30064,Chumatlan,30
30065,Emiliano Zapata (Veracruz),30
30066,El Espinal,30
30067,Filomeno Mata,30
30068,Fortin,30
30069,Gutierrez Zamora,30
30070,Hidalgotitlan,30
30071,Huatusco,30
30072,Huayacocotla,30
30073,Hueyapan De Ocampo,30
30074,Huiloapan De Cuauhtemoc,30
30075,Ignacio De La Llave,30
30076,Ilamatlan,30
30077,Isla,30
30078,Ixcatepec,30
30079,Ixhuacan De Los Reyes,30
30080,Ixhuatlan Del Cafe,30
30081,Ixhuatlancillo,30
30082,Ixhuatlan Del Sureste,30
30083,Ixhuatlan De Madero,30
30084,Ixmatlahuacan,30
30085,Ixtaczoquitlan,30
30086,Jalacingo,30
30087,Xalapa,30
30088,Jalcomulco,30
30089,Jaltipan,30
30090,Jamapa,30
30091,Jesus Carranza,30
30092,Xico,30
30093,Jilotepec (Veracruz),30
30094,Juan Rodriguez Clara,30
30095,Juchique De Ferrer,30
30096,Landero Y Coss,30
30097,Lerdo De Tejada,30
30098,Magdalena (Veracruz),30
30099,Maltrata,30
30100,MaNLio Fabio Altamirano,30
30101,Mariano Escobedo,30
30102,Martinez De La Torre,30
30103,Mecatlan,30
30104,Mecayapan,30
30105,Medellin,30
30106,Miahuatlan,30
30107,Las Minas,30
30108,Minatitlan (Veracruz),30
30109,Misantla,30
30110,Mixtla De Altamirano,30
30111,Moloacan,30
30112,Naolinco,30
30113,Naranjal,30
30114,Nautla,30
30115,Nogales (Veracruz),30
30116,Oluta,30
30117,Omealca,30
30118,Orizaba,30
30119,Otatitlan,30
30120,Oteapan,30
30121,Ozuluama De Mascareñas,30
30122,Pajapan,30
30123,Panuco (Veracruz),30
30124,Papantla,30
30125,Paso Del Macho,30
30126,Paso De Ovejas,30
30127,La Perla,30
30128,Perote,30
30129,Platon Sanchez,30
30130,Playa Vicente,30
30131,Poza Rica De Hidalgo,30
30132,Las Vigas De Ramirez,30
30133,Pueblo Viejo,30
30134,Puente Nacional,30
30135,Rafael Delgado,30
30136,Rafael Lucio,30
30137,Los Reyes (Veracruz),30
30138,Rio Blanco,30
30139,Saltabarranca,30
30140,San Andres Tenejapan,30
30141,San Andres Tuxtla,30
30142,San Juan Evangelista,30
30143,Santiago Tuxtla,30
30144,Sayula De Aleman,30
30145,Soconusco,30
30146,Sochiapa,30
30147,Soledad Atzompa,30
30148,Soledad De Doblado,30
30149,Soteapan,30
30150,Tamalin,30
30151,Tamiahua,30
30152,Tampico Alto,30
30153,Tancoco,30
30154,Tantima,30
30155,Tantoyuca,30
30156,Tatatila,30
30157,Castillo De Teayo,30
30158,Tecolutla,30
30159,Tehuipango,30
30160,Alamo Temapache,30
30161,Tempoal,30
30162,Tenampa,30
30163,Tenochtitlan,30
30164,Teocelo,30
30165,Tepatlaxco,30
30166,Tepetlan,30
30167,Tepetzintla (Veracruz),30
30168,Tequila (Veracruz),30
30169,Jose Azueta,30
30170,Texcatepec,30
30171,Texhuacan,30
30172,Texistepec,30
30173,Tezonapa,30
30174,Tierra Blanca (Veracruz),30
30175,Tihuatlan,30
30176,Tlacojalpan,30
30177,Tlacolulan,30
30178,Tlacotalpan,30
30179,Tlacotepec De Mejia,30
30180,Tlachichilco,30
30181,Tlalixcoyan,30
30182,Tlalnelhuayocan,30
30183,Tlapacoyan,30
30184,Tlaquilpa,30
30185,Tlilapan,30
30186,Tomatlan (Veracruz),30
30187,Tonayan,30
30188,Totutla,30
30189,Tuxpan (Veracruz),30
30190,Tuxtilla,30
30191,Ursulo Galvan,30
30192,Vega De Alatorre,30
30193,Veracruz,30
30194,Villa Aldama,30
30195,Xoxocotla,30
30196,Yanga,30
30197,Yecuatla,30
30198,Zacualpan (Veracruz),30
30199,Zaragoza (Veracruz),30
30200,Zentla,30
30201,Zongolica,30
30202,Zontecomatlan De Lopez Y Fuentes,30
30203,Zozocolco De Hidalgo,30
30204,Agua Dulce,30
30205,El Higo,30
30206,Nanchital De Lazaro Cardenas Del Rio,30
30207,Tres Valles,30
30208,Carlos A. Carrillo,30
30209,Tatahuicapan De Juarez,30
30210,Uxpanapa,30
30211,San Rafael,30
30212,Santiago Sochiapan,30
31001,Abala,31
31002,Acanceh,31
31003,Akil,31
31004,Baca,31
31005,Bokoba,31
31006,Buctzotz,31
31007,Cacalchen,31
31008,Calotmul,31
31009,Cansahcab,31
31010,Cantamayec,31
31011,Celestun,31
31012,Cenotillo,31
31013,Conkal,31
31014,Cuncunul,31
31015,Cuzama,31
31016,Chacsinkin,31
31017,Chankom,31
31018,Chapab,31
31019,Chemax,31
31020,Chicxulub Pueblo,31
31021,Chichimila,31
31022,Chikindzonot,31
31023,Chochola,31
31024,Chumayel,31
31025,Dzan,31
31026,Dzemul,31
31027,Dzidzantun,31
31028,Dzilam De Bravo,31
31029,Dzilam Gonzalez,31
31030,Dzitas,31
31031,Dzoncauich,31
31032,Espita,31
31033,Halacho,31
31034,Hocaba,31
31035,Hoctun,31
31036,Homun,31
31037,Huhi,31
31038,Hunucma,31
31039,Ixil,31
31040,Izamal,31
31041,Kanasin,31
31042,Kantunil,31
31043,Kaua,31
31044,Kinchil,31
31045,Kopoma,31
31046,Mama,31
31047,Mani,31
31048,Maxcanu,31
31049,Mayapan,31
31050,Merida,31
31051,Mococha,31
31052,Motul,31
31053,Muna,31
31054,Muxupip,31
31055,Opichen,31
31056,Oxkutzcab,31
31057,Panaba,31
31058,Peto,31
31059,Progreso (Yucatan),31
31060,Quintana Roo,31
31061,Rio Lagartos,31
31062,Sacalum,31
31063,Samahil,31
31064,Sanahcat,31
31065,San Felipe (Yucatan),31
31066,Santa Elena,31
31067,Seye,31
31068,Sinanche,31
31069,Sotuta,31
31070,Sucila,31
31071,Sudzal,31
31072,Suma,31
31073,Tahdziu,31
31074,Tahmek,31
31075,Teabo,31
31076,Tecoh,31
31077,Tekal De Venegas,31
31078,Tekanto,31
31079,Tekax,31
31080,Tekit,31
31081,Tekom,31
31082,Telchac Pueblo,31
31083,Telchac Puerto,31
31084,Temax,31
31085,Temozon,31
31086,Tepakan,31
31087,Tetiz,31
31088,Teya,31
31089,Ticul,31
31090,Timucuy,31
31091,Tinum,31
31092,Tixcacalcupul,31
31093,Tixkokob,31
31094,Tixmehuac,31
31095,Tixpehual,31
31096,Tizimin,31
31097,Tunkas,31
31098,Tzucacab,31
31099,Uayma,31
31100,Ucu,31
31101,Uman,31
31102,Valladolid,31
31103,Xocchel,31
31104,Yaxcaba,31
31105,Yaxkukul,31
31106,Yobain,31
32001,Apozol,32
32002,Apulco,32
32003,Atolinga,32
32004,Benito Juarez (Zacatecas),32
32005,Calera,32
32006,Cañitas De Felipe Pescador,32
32007,Concepcion Del Oro,32
32008,Cuauhtemoc (Zacatecas),32
32009,Chalchihuites,32
32010,Fresnillo,32
32011,Trinidad Garcia De La Cadena,32
32012,Genaro Codina,32
32013,General Enrique Estrada,32
32014,General Francisco R. Murguia,32
32015,El Plateado De Joaquin Amaro,32
32016,General Panfilo Natera,32
32017,Guadalupe (Zacatecas),32
32018,Huanusco,32
32019,Jalpa,32
32020,Jerez,32
32021,Jimenez Del Teul,32
32022,Juan Aldama,32
32023,Juchipila,32
32024,Loreto (Zacatecas),32
32025,Luis Moya,32
32026,Mazapil,32
32027,Melchor Ocampo (Zacatecas),32
32028,Mezquital Del Oro,32
32029,Miguel Auza,32
32030,Momax,32
32031,Monte Escobedo,32
32032,Morelos (Zacatecas),32
32033,Moyahua De Estrada,32
32034,Nochistlan De Mejia,32
32035,Noria De Angeles,32
32036,Ojocaliente,32
32037,Panuco (Zacatecas),32
32038,Pinos,32
32039,Rio Grande,32
32040,Sain Alto,32
32041,El Salvador,32
32042,Sombrerete,32
32043,Susticacan,32
32044,Tabasco,32
32045,Tepechitlan,32
32046,Tepetongo,32
32047,Teul De Gonzalez Ortega,32
32048,Tlaltenango De Sanchez Roman,32
32049,Valparaiso,32
32050,Vetagrande,32
32051,Villa De Cos,32
32052,Villa Garcia,32
32053,Villa Gonzalez Ortega,32
32054,Villa Hidalgo (Zacatecas),32
32055,Villanueva,32
32056,Zacatecas,32
32057,Trancoso,32
32058,Santa Maria De La Paz,32
